categoria,toxico,alias,region_relevancia,via_exposicion,sintomas_base,signos_gravedad,dosis_toxica_referencia,tipo_referencia_dosis,poblacion_referencia,estado_dosis,antidoto_tratamiento_base,descontaminacion,tratamiento_especifico,antidoto,dosis_antidoto_referencia,monitorizacion,criterios_observacion_uci,fuente,url_fuente,fuente_libro,paginas_libro,fecha_revision,estado_revision,notas
DROGAS DE ABUSO,POPPER,poppers; nitritos de alquilo; amyl nitrite,Mundial,inhalada/oral accidental,"Cefalea, rubor, mareo, taquicardia e hipotensión. Puede causar metahemoglobinemia con cianosis, disnea y saturación baja que responde poco al oxígeno.","Cianosis/hipoxemia refractaria, alteración neurológica, acidosis, arritmias, síncope o metahemoglobina elevada con síntomas.",,SIN_UMBRAL_INGESTA_UNICO,,SDTE_NO_AUTOMATIZAR,"Retirar exposición, oxígeno y cooximetría cuando se sospeche metahemoglobinemia; soporte hemodinámico.",Habitualmente el soporte y la vía aérea tienen prioridad. Carbón activado solo en circunstancias seleccionadas y con vía aérea segura.,Azul de metileno en metahemoglobinemia clínicamente significativa cuando no esté contraindicado; consultar toxicología.,Azul de metileno en casos seleccionados.,,"Signos vitales, ECG, glucemia, temperatura, electrolitos y evaluación neurológica; añadir CK/troponina según toxíndrome.","UCI si depresión respiratoria, hipertermia grave, convulsiones, arritmias, shock, coma o falla orgánica.",NCBI Bookshelf - Methemoglobinemia,https://www.ncbi.nlm.nih.gov/books/NBK537317/,"Morán Chorro I, Baldirà Martínez de Irujo J, Marruecos-Sant L, Nogué Xarau S. Toxicología Clínica. 2011.","Cap. 37–47, pp. 457–555",2026-09-04,VALIDADO_FUENTE_ABIERTA,
DROGAS DE ABUSO,PCP,fenciclidina; phencyclidine; angel dust,Mundial,inhalada/oral/IV,"Agitación, conducta violenta o psicosis, analgesia, nistagmo horizontal/vertical, hipertensión, taquicardia, ataxia y alteración de conciencia; puede alternar excitación y coma.","Convulsiones, hipertermia, rabdomiólisis, crisis hipertensiva, hipoglucemia, coma o trauma grave.",,SIN_UMBRAL_INGESTA_UNICO,,SDTE_NO_AUTOMATIZAR,"Ambiente con pocos estímulos, ABC, benzodiacepinas para agitación/convulsiones, enfriamiento y vigilancia de CK/función renal si sospecha rabdomiólisis.",Habitualmente el soporte y la vía aérea tienen prioridad. Carbón activado solo en circunstancias seleccionadas y con vía aérea segura.,No existe antídoto específico.,Ninguno específico.,,"Signos vitales, ECG, glucemia, temperatura, electrolitos y evaluación neurológica; añadir CK/troponina según toxíndrome.","UCI si depresión respiratoria, hipertermia grave, convulsiones, arritmias, shock, coma o falla orgánica.",NCBI Bookshelf - Phencyclidine Toxicity,https://www.ncbi.nlm.nih.gov/books/NBK507865/,"Morán Chorro I, Baldirà Martínez de Irujo J, Marruecos-Sant L, Nogué Xarau S. Toxicología Clínica. 2011.","Cap. 37–47, pp. 457–555",2026-09-04,VALIDADO_FUENTE_ABIERTA,
DROGAS DE ABUSO,CRACK,crack cocaine; cocaína base,Mundial,inhalada,"Toxicidad equivalente a cocaína con inicio rápido: agitación, taquicardia, hipertensión, dolor torácico, diaforesis, midriasis, hipertermia y convulsiones. La inhalación puede asociarse además a lesión pulmonar aguda.","Síndrome coronario, arritmias, ACV, convulsiones, hipertermia, rabdomiólisis, edema/lesión pulmonar o shock.",,SIN_UMBRAL_INGESTA_UNICO,,SDTE_NO_AUTOMATIZAR,"Manejo como toxicidad por cocaína: ABC, ECG, benzodiacepinas, enfriamiento y tratamiento dirigido de complicaciones cardiovasculares/pulmonares.",Habitualmente el soporte y la vía aérea tienen prioridad. Carbón activado solo en circunstancias seleccionadas y con vía aérea segura.,No existe antídoto específico.,Ninguno específico.,,"Signos vitales, ECG, glucemia, temperatura, electrolitos y evaluación neurológica; añadir CK/troponina según toxíndrome.","UCI si depresión respiratoria, hipertermia grave, convulsiones, arritmias, shock, coma o falla orgánica.",NCBI Bookshelf - Cocaine Toxicity,https://www.ncbi.nlm.nih.gov/books/NBK430976/,"Morán Chorro I, Baldirà Martínez de Irujo J, Marruecos-Sant L, Nogué Xarau S. Toxicología Clínica. 2011.","Cap. 37–47, pp. 457–555",2026-09-04,VALIDADO_FUENTE_ABIERTA,
METALES,PLOMO,lead; plumbismo,Mundial,ingestión/inhalación,"Dolor abdominal, estreñimiento, cefalea, irritabilidad, fatiga y anemia; exposición significativa puede causar neuropatía motora, nefropatía y alteraciones cognitivas. En niños puede afectar neurodesarrollo.","Encefalopatía, convulsiones, edema cerebral, anemia intensa o niveles sanguíneos muy elevados.",No se establece una dosis ingerida única. El capítulo utiliza plumbemia y marcadores de efecto/carga corporal.,BIOMARCADOR_NO_DOSIS_INGESTA,,NO_AUTOMATIZAR,"Retirar fuente, medir plomo en sangre y tratar complicaciones. La indicación de quelación depende de nivel, edad y clínica y debe coordinarse con toxicología.","Interrumpir la exposición. La descontaminación digestiva y la quelación dependen del metal, formulación, tiempo y carga corporal; consultar toxicología.","Succímero, CaNa2EDTA y/o dimercaprol según gravedad y protocolo especializado.",Quelación según nivel y gravedad.,Referencia del libro 2011: CaNa2EDTA 50 mg/kg/día IV durante 5 días; encefalopatía plúmbica: dimercaprol 3 mg/kg IM antes de EDTA. Verificar indicación y pauta actual.,"Plumbemia, hemograma, función renal/hepática y evaluación neurológica. La indicación de quelación depende de concentración, edad, síntomas y exposición.","UCI si encefalopatía, shock, arritmias, insuficiencia respiratoria, acidosis grave o falla renal/hepática.",ATSDR - Medical Management Guidelines: Lead,https://wwwn.cdc.gov/TSP/MMG/MMGDetails.aspx?mmgid=1203&toxid=22,"Morán Chorro I, Baldirà Martínez de Irujo J, Marruecos-Sant L, Nogué Xarau S. Toxicología Clínica. 2011.","Cap. 31, pp. 389–393",2026-09-04,VALIDADO_FUENTE_ABIERTA,
METALES,MERCURIO,mercury; mercurio elemental/inorgánico/orgánico,Mundial,inhalación/ingestión,"La presentación depende de la especie química. Vapores de mercurio elemental pueden causar tos, disnea y neumonitis; exposición crónica puede producir temblor, irritabilidad/erethism, alteraciones cognitivas y neuropatía. Metilmercurio produce toxicidad neurológica predominante.","Insuficiencia respiratoria, lesión renal, alteración neurológica progresiva, ataxia grave o exposición importante en embarazo/niños.","SDTE — la toxicidad depende de la especie química (elemental, inorgánica u orgánica), vía, intensidad y duración de exposición.",SDTE_DEPENDE_ESPECIE_QUIMICA,,SDTE_NO_AUTOMATIZAR,"Interrumpir exposición, soporte y medir la matriz apropiada según especie (sangre/orina). Consultar toxicología para interpretación y quelación.","Interrumpir la exposición. La descontaminación digestiva y la quelación dependen del metal, formulación, tiempo y carga corporal; consultar toxicología.",Quelación puede considerarse con succímero u otros agentes según especie y gravedad; no automatizar una pauta única.,Quelación según especie de mercurio y toxicología.,"El libro incluye dimercaprol para Pb/As/Hg (2,5–3 mg/kg IM cada 4 h como referencia de 2011). En mercurio la selección del quelante depende de la especie química; verificar con toxicología actual.","Hemograma, función renal/hepática, ECG y biomarcadores específicos del metal (sangre/orina) según especie química y exposición.","UCI si encefalopatía, shock, arritmias, insuficiencia respiratoria, acidosis grave o falla renal/hepática.",NCBI Bookshelf - Heavy Metals,https://www.ncbi.nlm.nih.gov/books/NBK557806/,"Morán Chorro I, Baldirà Martínez de Irujo J, Marruecos-Sant L, Nogué Xarau S. Toxicología Clínica. 2011.","Cap. 31 y tabla de antídotos, pp. 389–397 y 121–147",2026-09-04,VALIDADO_FUENTE_ABIERTA,
METALES,ARSENICO,arsénico; arsenic,Mundial,ingestión/inhalación,"Exposición aguda a arsénico inorgánico: vómitos, diarrea acuosa, dolor abdominal, hipotensión, prolongación QT/arritmias, encefalopatía y neuropatía. Exposición crónica: cambios cutáneos, neuropatía y otros efectos sistémicos.","Shock, arritmias/QT prolongado, encefalopatía, convulsiones, lesión renal/hepática o acidosis grave.",No se expresa como dosis ingerida única. El texto considera >200 µg/L de arsénico urinario como valor tóxico (referencia histórica; interpretar con especiación y exposición).,BIOMARCADOR_BIBLIOGRAFICO,,BIBLIOGRAFICA_2011_NO_AUTOMATIZAR,"ABCDE, fluidos/electrolitos, ECG y tratamiento de complicaciones; confirmar exposición con pruebas apropiadas y consultar toxicología.","Interrumpir la exposición. La descontaminación digestiva y la quelación dependen del metal, formulación, tiempo y carga corporal; consultar toxicología.",Quelación en exposición aguda significativa según toxicología (p. ej. dimercaprol o succímero según caso).,Quelación en casos seleccionados.,Intoxicación aguda (libro 2011): dimercaprol 3 mg/kg IM cada 4 h inicialmente. Crónica: DMSA 30 mg/kg/día. Verificar protocolo actual.,"Hemograma, función renal/hepática, ECG y biomarcadores específicos del metal (sangre/orina) según especie química y exposición.","UCI si encefalopatía, shock, arritmias, insuficiencia respiratoria, acidosis grave o falla renal/hepática.",ATSDR - Clinician Brief: Arsenic,https://www.atsdr.cdc.gov/environmental-medicine/hcp/clinician-briefs/arsenic.html,"Morán Chorro I, Baldirà Martínez de Irujo J, Marruecos-Sant L, Nogué Xarau S. Toxicología Clínica. 2011.","Cap. 31, pp. 394–397",2026-09-04,VALIDADO_FUENTE_ABIERTA,
METALES,CADMIO,cadmium; cadmio,Mundial,inhalación/ingestión,"Inhalación aguda de humos puede causar fiebre, tos, disnea y neumonitis que puede progresar a SDRA; ingesta importante produce vómitos, dolor abdominal y lesión gastrointestinal. Crónicamente predomina nefrotoxicidad tubular y enfermedad ósea.","Hipoxemia/SDRA, fallo multiorgánico, lesión renal aguda o exposición ocupacional intensa.",No se consigna una dosis tóxica humana única en el capítulo.,SDTE,,SDTE_NO_AUTOMATIZAR,"Retirar exposición, descontaminación según vía y soporte respiratorio/renal. La quelación no es rutinaria y puede ser perjudicial en algunos escenarios.","Interrumpir la exposición. La descontaminación digestiva y la quelación dependen del metal, formulación, tiempo y carga corporal; consultar toxicología.",No se ha demostrado eficacia de la quelación; tratamiento de soporte y control respiratorio/renal.,Ninguno específico.,,"Hemograma, función renal/hepática, ECG y biomarcadores específicos del metal (sangre/orina) según especie química y exposición.","UCI si encefalopatía, shock, arritmias, insuficiencia respiratoria, acidosis grave o falla renal/hepática.",NCBI Bookshelf - Cadmium Toxicity,https://www.ncbi.nlm.nih.gov/books/NBK536966/,"Morán Chorro I, Baldirà Martínez de Irujo J, Marruecos-Sant L, Nogué Xarau S. Toxicología Clínica. 2011.","Cap. 31, pp. 393–394",2026-09-04,VALIDADO_FUENTE_ABIERTA,
METALES,CROMO,cromo; chromium; cromo VI,Mundial,dérmica/inhalación/ingestión,"Cr(VI) puede causar irritación/úlceras cutáneas, quemaduras de mucosas, síntomas gastrointestinales e irritación respiratoria; exposición significativa puede afectar riñón e hígado. Exposición crónica inhalatoria aumenta riesgo respiratorio/carcinogénico.","Quemadura extensa, compromiso respiratorio, hemorragia GI, lesión renal/hepática o exposición masiva a Cr(VI).",,SIN_UMBRAL_INGESTA_UNICO,,SDTE_NO_AUTOMATIZAR,"Retirar exposición, irrigar piel/ojos, soporte y evaluación renal/hepática; consultar toxicología/medicina ocupacional.","Interrumpir la exposición. La descontaminación digestiva y la quelación dependen del metal, formulación, tiempo y carga corporal; consultar toxicología.",No existe antídoto universal validado.,Ninguno específico.,,"Hemograma, función renal/hepática, ECG y biomarcadores específicos del metal (sangre/orina) según especie química y exposición.","UCI si encefalopatía, shock, arritmias, insuficiencia respiratoria, acidosis grave o falla renal/hepática.",NCBI Bookshelf - Chromium Toxicity,https://www.ncbi.nlm.nih.gov/books/NBK599502/,"Morán Chorro I, Baldirà Martínez de Irujo J, Marruecos-Sant L, Nogué Xarau S. Toxicología Clínica. 2011.","Cap. 31, pp. 389–397",2026-09-04,VALIDADO_FUENTE_ABIERTA,
METALES,NIQUEL,níquel; nickel; nickel carbonyl,Mundial,dérmica/inhalación/ingestión,"Contacto: dermatitis pruriginosa. Ingesta de sales: náuseas, vómitos, diarrea y dolor abdominal. Inhalación de carbonilo de níquel puede causar cefalea, vértigo, disnea y lesión pulmonar con deterioro tardío.","Neumonitis/SDRA, alteración mental, convulsiones, miocarditis o exposición significativa a carbonilo de níquel.",,SIN_UMBRAL_INGESTA_UNICO,,SDTE_NO_AUTOMATIZAR,"Retirar de la fuente, retirar ropa contaminada/lavar piel y soporte respiratorio/cardiovascular; observar deterioro tardío tras inhalación relevante.","Interrumpir la exposición. La descontaminación digestiva y la quelación dependen del metal, formulación, tiempo y carga corporal; consultar toxicología.",No hay antídoto específico de uso rutinario.,Ninguno específico.,,"Hemograma, función renal/hepática, ECG y biomarcadores específicos del metal (sangre/orina) según especie química y exposición.","UCI si encefalopatía, shock, arritmias, insuficiencia respiratoria, acidosis grave o falla renal/hepática.",NCBI Bookshelf - Nickel Toxicology,https://www.ncbi.nlm.nih.gov/books/NBK592400/,"Morán Chorro I, Baldirà Martínez de Irujo J, Marruecos-Sant L, Nogué Xarau S. Toxicología Clínica. 2011.","Cap. 31, pp. 389–397",2026-09-04,VALIDADO_FUENTE_ABIERTA,
METALES,TALIO,talio; thallium,Mundial,ingestión/inhalación/dérmica,"Dolor abdominal, náuseas, vómitos y diarrea/estreñimiento seguidos en días por neuropatía periférica dolorosa, debilidad, ataxia y pares craneales. Alopecia típica aparece de forma retrasada (semanas).","Neuropatía rápidamente progresiva, alteración del sensorio, arritmias, insuficiencia renal/hepática o exposición confirmada significativa.",≈4 mg/kg: dosis tóxica citada; ≥10 mg/kg: potencialmente mortal (referencia bibliográfica 2011).,DOSIS_TOXICA_Y_POTENCIALMENTE_LETAL,,BIBLIOGRAFICA_2011_NO_AUTOMATIZAR,"Consulta inmediata a toxicología, soporte y descontaminación apropiada; monitorización neurológica y cardíaca.","Interrumpir la exposición. La descontaminación digestiva y la quelación dependen del metal, formulación, tiempo y carga corporal; consultar toxicología.",Azul de Prusia es tratamiento específico; otras técnicas de eliminación se individualizan.,Azul de Prusia.,Azul de Prusia (libro 2011): 10 g VO cada 8 h en 50 mL de manitol 20% durante 10 días. Usar protocolo toxicológico vigente para dosificación actual.,"Hemograma, función renal/hepática, ECG y biomarcadores específicos del metal (sangre/orina) según especie química y exposición.","UCI si encefalopatía, shock, arritmias, insuficiencia respiratoria, acidosis grave o falla renal/hepática.",NCBI Bookshelf - Thallium Toxicity,https://www.ncbi.nlm.nih.gov/books/NBK513240/,"Morán Chorro I, Baldirà Martínez de Irujo J, Marruecos-Sant L, Nogué Xarau S. Toxicología Clínica. 2011.","Cap. 35, pp. 432–434",2026-09-04,VALIDADO_FUENTE_ABIERTA,
METALES,HIERRO,iron; sales de hierro,Mundial,ingestión,"Toxicidad aguda: vómitos, dolor abdominal, diarrea, hematemesis/hematoquecia por lesión corrosiva; puede existir fase transitoria de aparente mejoría seguida de shock, acidosis metabólica y hepatotoxicidad.","Shock, acidosis, alteración de conciencia, hepatotoxicidad/coagulopatía, concentraciones séricas elevadas o comprimidos radiopacos en gran cantidad.","La gravedad no se define en esta capa por una única dosis ingerida; valorar clínica, radiografía cuando corresponda y hierro sérico seriado.",CLINICA_Y_CONCENTRACION,,NO_AUTOMATIZAR,"ABCDE, hierro sérico seriado según tiempo, gases/electrolitos, función hepática y radiografía cuando corresponda; descontaminación intestinal selectiva y soporte.","Interrumpir la exposición. La descontaminación digestiva y la quelación dependen del metal, formulación, tiempo y carga corporal; consultar toxicología.",Deferoxamina en toxicidad moderada-grave según criterios clínicos/laboratorio.,Deferoxamina.,"Deferoxamina (libro 2011): 15 mg/kg/h IV, reducir tras 4–6 h; máximo 80 mg/kg/día. Verificar pauta actual y criterios de indicación.","Hemograma, función renal/hepática, ECG y biomarcadores específicos del metal (sangre/orina) según especie química y exposición.","UCI si encefalopatía, shock, arritmias, insuficiencia respiratoria, acidosis grave o falla renal/hepática.",NCBI Bookshelf - Iron Overload and Toxicity,https://www.ncbi.nlm.nih.gov/books/NBK526131/,"Morán Chorro I, Baldirà Martínez de Irujo J, Marruecos-Sant L, Nogué Xarau S. Toxicología Clínica. 2011.",Cap. 10 (antídotos) y capítulos generales,2026-09-04,VALIDADO_FUENTE_ABIERTA,
METALES,ALUMINIO,aluminum; aluminio,Mundial,crónica/iatrogénica/inhalación,"Toxicidad típicamente crónica, especialmente en insuficiencia renal: encefalopatía, trastorno del habla, mioclonías, anemia, osteomalacia/fracturas y debilidad; exposición inhalatoria industrial puede causar síntomas respiratorios.","Convulsiones/encefalopatía, deterioro neurológico progresivo, enfermedad ósea grave o niveles elevados en paciente renal.",,SIN_UMBRAL_INGESTA_UNICO,,SDTE_NO_AUTOMATIZAR,Eliminar fuente de aluminio y valorar niveles con nefrología/toxicología; soporte y corrección de exposición.,"Interrumpir la exposición. La descontaminación digestiva y la quelación dependen del metal, formulación, tiempo y carga corporal; consultar toxicología.",Deferoxamina puede emplearse en toxicidad clínicamente significativa bajo monitorización especializada.,Deferoxamina en casos seleccionados.,,"Hemograma, función renal/hepática, ECG y biomarcadores específicos del metal (sangre/orina) según especie química y exposición.","UCI si encefalopatía, shock, arritmias, insuficiencia respiratoria, acidosis grave o falla renal/hepática.",NCBI Bookshelf - Aluminum Toxicity,https://www.ncbi.nlm.nih.gov/books/NBK609094/,"Morán Chorro I, Baldirà Martínez de Irujo J, Marruecos-Sant L, Nogué Xarau S. Toxicología Clínica. 2011.","Cap. 31, pp. 389–397",2026-09-04,VALIDADO_FUENTE_ABIERTA,
METALES,COBRE,copper; cobre; sulfato de cobre,Mundial,ingestión/iatrogénica,"Ingesta aguda puede causar dolor abdominal, vómitos (a veces azul-verdosos), hematemesis/melena y gastroenteritis corrosiva; toxicidad sistémica puede producir hemólisis intravascular, metahemoglobinemia, lesión hepática y renal.","Hemólisis, metahemoglobinemia, insuficiencia hepática/renal, shock, rabdomiólisis o alteración de conciencia.",,SIN_UMBRAL_INGESTA_UNICO,,SDTE_NO_AUTOMATIZAR,"ABCDE, soporte, hemograma, función hepática/renal y evaluación de hemólisis/metahemoglobina; consulta toxicológica.","Interrumpir la exposición. La descontaminación digestiva y la quelación dependen del metal, formulación, tiempo y carga corporal; consultar toxicología.",Quelación se individualiza según forma y gravedad; no automatizar una pauta única.,Quelación en casos seleccionados.,,"Hemograma, función renal/hepática, ECG y biomarcadores específicos del metal (sangre/orina) según especie química y exposición.","UCI si encefalopatía, shock, arritmias, insuficiencia respiratoria, acidosis grave o falla renal/hepática.",NCBI Bookshelf - Copper Toxicity,https://www.ncbi.nlm.nih.gov/books/NBK557456/,"Morán Chorro I, Baldirà Martínez de Irujo J, Marruecos-Sant L, Nogué Xarau S. Toxicología Clínica. 2011.","Cap. 31, pp. 389–397",2026-09-04,VALIDADO_FUENTE_ABIERTA,
METALES,ZINC,zinc; sales de zinc,Mundial,ingestión/inhalación,"Ingesta aguda: náuseas, vómitos, dolor epigástrico, diarrea, letargia; inhalación de humos puede producir fiebre de humos metálicos y, en exposiciones intensas, lesión pulmonar. Exceso crónico puede causar deficiencia de cobre, anemia y neuropatía.","Deshidratación/hemorragia GI, lesión renal/hepática, inestabilidad hemodinámica o insuficiencia respiratoria tras inhalación.",,SIN_UMBRAL_INGESTA_UNICO,,SDTE_NO_AUTOMATIZAR,"Retirar exposición y soporte; valorar electrolitos, función renal/hepática y cobre/hemograma en exposición crónica.","Interrumpir la exposición. La descontaminación digestiva y la quelación dependen del metal, formulación, tiempo y carga corporal; consultar toxicología.",No existe antídoto de uso rutinario; manejo dirigido a complicaciones.,Ninguno específico.,,"Hemograma, función renal/hepática, ECG y biomarcadores específicos del metal (sangre/orina) según especie química y exposición.","UCI si encefalopatía, shock, arritmias, insuficiencia respiratoria, acidosis grave o falla renal/hepática.",NCBI Bookshelf - Zinc Toxicity,https://www.ncbi.nlm.nih.gov/books/NBK554548/,"Morán Chorro I, Baldirà Martínez de Irujo J, Marruecos-Sant L, Nogué Xarau S. Toxicología Clínica. 2011.","Cap. 31, pp. 389–397",2026-09-04,VALIDADO_FUENTE_ABIERTA,
METALES,MANGANESO,manganese; manganeso,Mundial,inhalación/crónica,"Predomina toxicidad neurológica crónica: cambios de ánimo/conducta, alteración cognitiva y luego parkinsonismo con bradicinesia, marcha alterada, rigidez, facies hipomímica, micrografía y trastorno del habla.","Deterioro neurológico progresivo, exposición ocupacional intensa o compromiso respiratorio/hepático asociado.",,SIN_UMBRAL_INGESTA_UNICO,,SDTE_NO_AUTOMATIZAR,"Retirar exposición, evaluación neurológica y ocupacional, soporte y seguimiento; evitar nuevas exposiciones.","Interrumpir la exposición. La descontaminación digestiva y la quelación dependen del metal, formulación, tiempo y carga corporal; consultar toxicología.",No hay antídoto específico universal; tratamientos especializados se individualizan.,Ninguno específico.,,"Hemograma, función renal/hepática, ECG y biomarcadores específicos del metal (sangre/orina) según especie química y exposición.","UCI si encefalopatía, shock, arritmias, insuficiencia respiratoria, acidosis grave o falla renal/hepática.",NCBI Bookshelf - Manganese Toxicity,https://www.ncbi.nlm.nih.gov/books/NBK560903/,"Morán Chorro I, Baldirà Martínez de Irujo J, Marruecos-Sant L, Nogué Xarau S. Toxicología Clínica. 2011.","Cap. 31, pp. 389–397",2026-09-04,VALIDADO_FUENTE_ABIERTA,
PLAGUICIDAS,GLIFOSATO,glyphosate; herbicida glifosato; Roundup,Mundial,ingestión/dérmica/inhalación,"Las formulaciones concentradas pueden causar náuseas, vómitos, dolor abdominal, irritación orofaríngea/esofágica y diarrea. Ingestas importantes se han asociado a hipotensión, alteraciones electrolíticas, lesión renal, arritmias y dificultad respiratoria/SDRA.","Hipotensión/shock, hipoxemia/SDRA, arritmias, hiperpotasemia, lesión renal o ingesta grande de formulación concentrada.",Ingestas >85–100 mL de formulaciones concentradas se describen como de mal pronóstico/gravedad; la DL50 de 4 g/kg citada es experimental y NO se usa como umbral humano.,VOLUMEN_ASOCIADO_A_GRAVEDAD,,BIBLIOGRAFICA_2011_NO_AUTOMATIZAR,"Descontaminación externa según exposición y soporte ABC; monitorizar ECG, electrolitos, función renal y respiratoria. La toxicidad depende también de surfactantes de la formulación.","Retirar ropa contaminada y lavar piel/ojos cuando corresponda. Descontaminación digestiva solo según agente, tiempo, vía aérea y protocolo toxicológico.",No existe antídoto específico.,Ninguno específico.,,"Signos vitales, ECG, estado neurológico, gasometría/electrolitos y función renal/hepática según agente y gravedad.","UCI/alta complejidad si insuficiencia respiratoria, shock, convulsiones, arritmias, acidosis grave, coma o falla orgánica.",ATSDR Toxicological Profile for Glyphosate,https://www.ncbi.nlm.nih.gov/books/NBK591698/,"Morán Chorro I, Baldirà Martínez de Irujo J, Marruecos-Sant L, Nogué Xarau S. Toxicología Clínica. 2011.","Cap. 22, pp. 284–285",2026-09-04,VALIDADO_FUENTE_ABIERTA,
PLAGUICIDAS,PARAQUAT,paraquat; herbicida bipiridilo,Mundial,principalmente ingestión,"Ingesta produce lesión corrosiva oral/GI, vómitos y dolor; puede evolucionar a lesión renal y hepática, neumonitis y fibrosis pulmonar. Exposiciones graves causan falla multiorgánica rápida.","Ingesta confirmada, quemaduras orofaríngeas, oliguria/IRA, hipoxemia, acidosis, shock o falla multiorgánica.",≈35 mg/kg por vía oral se cita como dosis mínima potencialmente letal en humanos en el texto de 2011.,DOSIS_POTENCIALMENTE_LETAL_BIBLIOGRAFICA,,BIBLIOGRAFICA_2011_NO_AUTOMATIZAR,"Emergencia toxicológica: ABC, descontaminación/adsorbente precoz según protocolo y consulta inmediata a centro toxicológico. Evitar hiperoxia innecesaria; usar oxígeno cuando exista hipoxemia. Evidencia de inmunosupresión/antioxidantes y técnicas extracorpóreas es limitada/variable.",Emergencia toxicológica: adsorbente/descontaminación digestiva precoz según protocolo y vía aérea. Evitar oxígeno suplementario innecesario; administrarlo si existe hipoxemia.,"No existe antídoto específico; hemoperfusión temprana puede considerarse en centros expertos, con evidencia no definitiva.",Ninguno específico.,,"Signos vitales, ECG, estado neurológico, gasometría/electrolitos y función renal/hepática según agente y gravedad.","UCI/alta complejidad si insuficiencia respiratoria, shock, convulsiones, arritmias, acidosis grave, coma o falla orgánica.",PMC - Management of Paraquat Poisoning—The Way Forward,https://pmc.ncbi.nlm.nih.gov/articles/PMC11372663/,"Morán Chorro I, Baldirà Martínez de Irujo J, Marruecos-Sant L, Nogué Xarau S. Toxicología Clínica. 2011.","Cap. 23, pp. 295–301",2026-09-04,VALIDADO_FUENTE_ABIERTA,
GASES,CLORO,chlorine gas; gas cloro,Mundial,inhalación,"Irritación inmediata de ojos/nariz/garganta, tos, sensación de quemazón, disnea, sibilancias y dolor torácico. Exposición intensa puede causar neumonitis química y edema pulmonar, a veces de evolución retardada.","Hipoxemia, broncoespasmo grave, estridor, edema pulmonar o deterioro respiratorio progresivo.",,SIN_UMBRAL_INGESTA_UNICO,,SDTE_NO_AUTOMATIZAR,"Retirar de exposición, descontaminación si contacto, oxígeno y soporte respiratorio; broncodilatadores si broncoespasmo. Observar exposiciones significativas por posible deterioro tardío.",Retirar de la fuente sin exponer al rescatador; descontaminación cutáneo-ocular si existe depósito químico. No realizar rescate en espacio confinado sin protección adecuada.,No hay antídoto específico.,Ninguno específico.,,"Oximetría, ECG, gasometría y evaluación respiratoria seriada; considerar cooximetría o analítica específica según gas.","UCI si hipoxemia, edema pulmonar, alteración de conciencia, convulsiones, shock o necesidad de ventilación.",ATSDR - Medical Management Guidelines: Chlorine,https://wwwn.cdc.gov/TSP/MMG/MMGDetails.aspx?mmgid=198&toxid=36,"Morán Chorro I, Baldirà Martínez de Irujo J, Marruecos-Sant L, Nogué Xarau S. Toxicología Clínica. 2011.","Cap. 24–26, pp. 303–332",2026-09-04,VALIDADO_FUENTE_ABIERTA,
GASES,AMONIACO,ammonia; NH3,Mundial,inhalación/contacto,"Irritación cáustica intensa de ojos, piel y vía aérea: lagrimeo, dolor, tos, disnea, broncoespasmo; concentraciones altas pueden causar quemadura de vía aérea y edema pulmonar.","Estridor, quemadura ocular grave, hipoxemia, broncoespasmo refractario o edema pulmonar.",,SIN_UMBRAL_INGESTA_UNICO,,SDTE_NO_AUTOMATIZAR,"Retirar exposición, irrigación copiosa de ojos/piel, oxígeno y soporte de vía aérea; broncodilatador si broncoespasmo. Evaluación oftalmológica si lesión ocular.",Retirar de la fuente sin exponer al rescatador; descontaminación cutáneo-ocular si existe depósito químico. No realizar rescate en espacio confinado sin protección adecuada.,No hay antídoto específico.,Ninguno específico.,,"Oximetría, ECG, gasometría y evaluación respiratoria seriada; considerar cooximetría o analítica específica según gas.","UCI si hipoxemia, edema pulmonar, alteración de conciencia, convulsiones, shock o necesidad de ventilación.",ATSDR - Medical Management Guidelines: Ammonia,https://wwwn.cdc.gov/TSP/MMG/MMGDetails.aspx?mmgid=7&toxid=2,"Morán Chorro I, Baldirà Martínez de Irujo J, Marruecos-Sant L, Nogué Xarau S. Toxicología Clínica. 2011.","Cap. 24–26, pp. 303–332",2026-09-04,VALIDADO_FUENTE_ABIERTA,
