principio_activo,unidad_medida,concentracion,unidad_referencia,dosis_toxica_base,sintomas_base,antidoto_manejo_base,estado_validacion,clase_toxicologica,dosis_toxica_corregida,tipo_umbral,manifestaciones_clave,manejo_corregido,antidoto_especifico,fuente_principal,fuente_secundaria,nivel_evidencia,estado_revision,nota_revision,umbral_mgkg_automatizable,etiqueta_umbral,poblacion_umbral,permitir_comparacion_automatica,fecha_revision,id_revision,duplicado_exacto_nombre,orden_duplicado,correccion_clinicamente_relevante
ACIDO CARGLUMICO,mg,200,TABLETA DISPERSABLE,SDTE,SINTOMAS GENERALES,MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA,Otros / datos específicos limitados,SDTE — sin dosis tóxica humana específica suficientemente validada para automatizar en esta versión.,SDTE,"La sobredosis puede intensificar los efectos farmacológicos y reacciones adversas conocidas. La expresión clínica depende de dosis, formulación, comorbilidades y coingestas.","ABCDE y tratamiento de soporte dirigido a la clínica. ECG, glucemia, electrolitos, función renal/hepática u otras pruebas según mecanismo y síntomas. Ingesta intencional, dosis desconocida, formulación de liberación prolongada o paciente sintomático: evaluación en urgencias y consulta a toxicología/CIT.",Ninguno específico establecido,https://www.rch.org.au/clinicalguide/guideline_index/Poisoning_Initial_Management/,,DATOS_ESPECIFICOS_LIMITADOS,REVISADO_CONSERVADOR,"Se elimina cualquier cifra previa que represente dosis terapéutica máxima, DL50 animal o umbral no sustentado como toxicidad aguda humana.",,,Mixta / depende de contexto,NO,2026-09-02,MED-0022,NO,1,NO
ACIDO CITRICO,g,1,1 TABLETA EFERVESCENTE,SDTE,SINTOMAS GENERALES,MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA,Otros / datos específicos limitados,SDTE — sin dosis tóxica humana específica suficientemente validada para automatizar en esta versión.,SDTE,"La sobredosis puede intensificar los efectos farmacológicos y reacciones adversas conocidas. La expresión clínica depende de dosis, formulación, comorbilidades y coingestas.","ABCDE y tratamiento de soporte dirigido a la clínica. ECG, glucemia, electrolitos, función renal/hepática u otras pruebas según mecanismo y síntomas. Ingesta intencional, dosis desconocida, formulación de liberación prolongada o paciente sintomático: evaluación en urgencias y consulta a toxicología/CIT.",Ninguno específico establecido,https://www.rch.org.au/clinicalguide/guideline_index/Poisoning_Initial_Management/,,DATOS_ESPECIFICOS_LIMITADOS,REVISADO_CONSERVADOR,"Se elimina cualquier cifra previa que represente dosis terapéutica máxima, DL50 animal o umbral no sustentado como toxicidad aguda humana.",,,Mixta / depende de contexto,NO,2026-09-02,MED-0023,NO,1,NO
ÁCIDO CLAVULÁNICO,mg,125,TABLETA CON PELÍCULA,SDTE,SINTOMAS GENERALES,MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA,Otros / datos específicos limitados,SDTE — sin dosis tóxica humana específica suficientemente validada para automatizar en esta versión.,SDTE,"La sobredosis puede intensificar los efectos farmacológicos y reacciones adversas conocidas. La expresión clínica depende de dosis, formulación, comorbilidades y coingestas.","ABCDE y tratamiento de soporte dirigido a la clínica. ECG, glucemia, electrolitos, función renal/hepática u otras pruebas según mecanismo y síntomas. Ingesta intencional, dosis desconocida, formulación de liberación prolongada o paciente sintomático: evaluación en urgencias y consulta a toxicología/CIT.",Ninguno específico establecido,https://www.rch.org.au/clinicalguide/guideline_index/Poisoning_Initial_Management/,,DATOS_ESPECIFICOS_LIMITADOS,REVISADO_CONSERVADOR,"Se elimina cualquier cifra previa que represente dosis terapéutica máxima, DL50 animal o umbral no sustentado como toxicidad aguda humana.",,,Mixta / depende de contexto,NO,2026-09-02,MED-0024,NO,1,NO
ACIDO COLICO,mg,50,CAPSULAS,SDTE,SINTOMAS GENERALES,MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA,Otros / datos específicos limitados,SDTE — sin dosis tóxica humana específica suficientemente validada para automatizar en esta versión.,SDTE,"La sobredosis puede intensificar los efectos farmacológicos y reacciones adversas conocidas. La expresión clínica depende de dosis, formulación, comorbilidades y coingestas.","ABCDE y tratamiento de soporte dirigido a la clínica. ECG, glucemia, electrolitos, función renal/hepática u otras pruebas según mecanismo y síntomas. Ingesta intencional, dosis desconocida, formulación de liberación prolongada o paciente sintomático: evaluación en urgencias y consulta a toxicología/CIT.",Ninguno específico establecido,https://www.rch.org.au/clinicalguide/guideline_index/Poisoning_Initial_Management/,,DATOS_ESPECIFICOS_LIMITADOS,REVISADO_CONSERVADOR,"Se elimina cualquier cifra previa que represente dosis terapéutica máxima, DL50 animal o umbral no sustentado como toxicidad aguda humana.",,,Mixta / depende de contexto,NO,2026-09-02,MED-0025,NO,1,NO
ACIDO DECOSA HEXAENOICO,mg,300,CAPSULA,SDTE,SINTOMAS GENERALES,MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA,Otros / datos específicos limitados,SDTE — sin dosis tóxica humana específica suficientemente validada para automatizar en esta versión.,SDTE,"La sobredosis puede intensificar los efectos farmacológicos y reacciones adversas conocidas. La expresión clínica depende de dosis, formulación, comorbilidades y coingestas.","ABCDE y tratamiento de soporte dirigido a la clínica. ECG, glucemia, electrolitos, función renal/hepática u otras pruebas según mecanismo y síntomas. Ingesta intencional, dosis desconocida, formulación de liberación prolongada o paciente sintomático: evaluación en urgencias y consulta a toxicología/CIT.",Ninguno específico establecido,https://www.rch.org.au/clinicalguide/guideline_index/Poisoning_Initial_Management/,,DATOS_ESPECIFICOS_LIMITADOS,REVISADO_CONSERVADOR,"Se elimina cualquier cifra previa que represente dosis terapéutica máxima, DL50 animal o umbral no sustentado como toxicidad aguda humana.",,,Mixta / depende de contexto,NO,2026-09-02,MED-0026,NO,1,NO
ÁCIDO FENOFIBRICO,mg,135,CAPSULA BLANDA DE GELATINA,SDTE,MIOSITIS Y SINTOMAS GENERALES,MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA,Otros / datos específicos limitados,SDTE — sin dosis tóxica humana específica suficientemente validada para automatizar en esta versión.,SDTE,"La sobredosis puede intensificar los efectos farmacológicos y reacciones adversas conocidas. La expresión clínica depende de dosis, formulación, comorbilidades y coingestas.","ABCDE y tratamiento de soporte dirigido a la clínica. ECG, glucemia, electrolitos, función renal/hepática u otras pruebas según mecanismo y síntomas. Ingesta intencional, dosis desconocida, formulación de liberación prolongada o paciente sintomático: evaluación en urgencias y consulta a toxicología/CIT.",Ninguno específico establecido,https://www.rch.org.au/clinicalguide/guideline_index/Poisoning_Initial_Management/,,DATOS_ESPECIFICOS_LIMITADOS,REVISADO_CONSERVADOR,"Se elimina cualquier cifra previa que represente dosis terapéutica máxima, DL50 animal o umbral no sustentado como toxicidad aguda humana.",,,Mixta / depende de contexto,NO,2026-09-02,MED-0027,NO,1,NO
ÁCIDO FOLICO,mg,0.4,TABLETA RECUBIERTA,SDTE,SINTOMAS GENERALES,MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA,Otros / datos específicos limitados,SDTE — sin dosis tóxica humana específica suficientemente validada para automatizar en esta versión.,SDTE,"La sobredosis puede intensificar los efectos farmacológicos y reacciones adversas conocidas. La expresión clínica depende de dosis, formulación, comorbilidades y coingestas.","ABCDE y tratamiento de soporte dirigido a la clínica. ECG, glucemia, electrolitos, función renal/hepática u otras pruebas según mecanismo y síntomas. Ingesta intencional, dosis desconocida, formulación de liberación prolongada o paciente sintomático: evaluación en urgencias y consulta a toxicología/CIT.",Ninguno específico establecido,https://www.rch.org.au/clinicalguide/guideline_index/Poisoning_Initial_Management/,,DATOS_ESPECIFICOS_LIMITADOS,REVISADO_CONSERVADOR,"Se elimina cualquier cifra previa que represente dosis terapéutica máxima, DL50 animal o umbral no sustentado como toxicidad aguda humana.",,,Mixta / depende de contexto,NO,2026-09-02,MED-0028,NO,1,NO
ACIDO IBANDRONICO,mg,150,TABLETAS RECUBIERTAS,SDTE,"hipocalcemia; diarrea, dispepsia, dolor abdominal; alteración cutánea; artralgia, mialgia, dolor musculoesquelético, calambres musculares, rigidez musculoesquelética, dolor de espalda; enf. pseudogripal. Además por vía oral, esofagitis, gastritis, reflujo gastroesofágico, náuseas, estreñimiento; fatiga. Además por vía IV, infección; alteraciones paratiroideas; mareos, disgeusia; cataratas; bloqueo de rama; faringitis; vómitos, alteración dental; equimosis, artrosis, alteración articular; pirexia, edema periférico, astenia, sed; aumento de la Gamma-GT, aumento de la creatinina",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA,Otros / datos específicos limitados,SDTE — sin dosis tóxica humana específica suficientemente validada para automatizar en esta versión.,SDTE,"La sobredosis puede intensificar los efectos farmacológicos y reacciones adversas conocidas. La expresión clínica depende de dosis, formulación, comorbilidades y coingestas.","ABCDE y tratamiento de soporte dirigido a la clínica. ECG, glucemia, electrolitos, función renal/hepática u otras pruebas según mecanismo y síntomas. Ingesta intencional, dosis desconocida, formulación de liberación prolongada o paciente sintomático: evaluación en urgencias y consulta a toxicología/CIT.",Ninguno específico establecido,https://www.rch.org.au/clinicalguide/guideline_index/Poisoning_Initial_Management/,,DATOS_ESPECIFICOS_LIMITADOS,REVISADO_CONSERVADOR,"Se elimina cualquier cifra previa que represente dosis terapéutica máxima, DL50 animal o umbral no sustentado como toxicidad aguda humana.",,,Mixta / depende de contexto,NO,2026-09-02,MED-0029,NO,1,NO
ACIDO MEFENAMICO,mg,500,TABLETA CUBIERTA,SDTE,"NAUSEAS, VOMITOS, HDA, IRA, CEFALEA, ACUFENO, SORDERA, COMA, APNEA TRANSITORIA",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA,AINE,No hay umbral universal en mg/kg para automatizar; ingestas >3.5 g se asocian con convulsiones.,UMBRAL_TOTAL_ESPECIFICO,GI y SNC; las convulsiones son una preocupación particular en sobredosis de ácido mefenámico.,"Soporte, benzodiacepinas para convulsiones, hidratación y evaluación clínica; discutir grandes ingestas con toxicología.",Ninguno específico,https://www.rch.org.au/clinicalguide/guideline_index/Nonsteroidal_Anti-inflammatory_Drug_NSAID_poisoning/,,GUIA CLINICA,VALIDADO_ESPECIFICO,Se retira cualquier equivalencia automática con otros AINEs.,,,Mixta,NO,2026-09-02,MED-0030,NO,1,NO
ACIDO OROTICO ANHIDRO,mg,150,CAPSULA,SDTE,SINTOMAS GENERALES,MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA,Otros / datos específicos limitados,SDTE — sin dosis tóxica humana específica suficientemente validada para automatizar en esta versión.,SDTE,"La sobredosis puede intensificar los efectos farmacológicos y reacciones adversas conocidas. La expresión clínica depende de dosis, formulación, comorbilidades y coingestas.","ABCDE y tratamiento de soporte dirigido a la clínica. ECG, glucemia, electrolitos, función renal/hepática u otras pruebas según mecanismo y síntomas. Ingesta intencional, dosis desconocida, formulación de liberación prolongada o paciente sintomático: evaluación en urgencias y consulta a toxicología/CIT.",Ninguno específico establecido,https://www.rch.org.au/clinicalguide/guideline_index/Poisoning_Initial_Management/,,DATOS_ESPECIFICOS_LIMITADOS,REVISADO_CONSERVADOR,"Se elimina cualquier cifra previa que represente dosis terapéutica máxima, DL50 animal o umbral no sustentado como toxicidad aguda humana.",,,Mixta / depende de contexto,NO,2026-09-02,MED-0031,NO,1,NO
ACIDO PIPEMIDICO,mg,400,TABLETA,SDTE,"anorexia, náusea, vómito, dolor abdominal, diarrea, cefalea, vértigo, astenia. Poco frecuentes: erupción cutánea, prurito, reacciones de fotosensibilidad. Raras: trombocitopenia, leucopenia, anemia hemolítica, hipertensión intracraneal.",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA,Otros / datos específicos limitados,SDTE — sin dosis tóxica humana específica suficientemente validada para automatizar en esta versión.,SDTE,"La sobredosis puede intensificar los efectos farmacológicos y reacciones adversas conocidas. La expresión clínica depende de dosis, formulación, comorbilidades y coingestas.","ABCDE y tratamiento de soporte dirigido a la clínica. ECG, glucemia, electrolitos, función renal/hepática u otras pruebas según mecanismo y síntomas. Ingesta intencional, dosis desconocida, formulación de liberación prolongada o paciente sintomático: evaluación en urgencias y consulta a toxicología/CIT.",Ninguno específico establecido,https://www.rch.org.au/clinicalguide/guideline_index/Poisoning_Initial_Management/,,DATOS_ESPECIFICOS_LIMITADOS,REVISADO_CONSERVADOR,"Se elimina cualquier cifra previa que represente dosis terapéutica máxima, DL50 animal o umbral no sustentado como toxicidad aguda humana.",,,Mixta / depende de contexto,NO,2026-09-02,MED-0032,NO,1,NO
ACIDO TIOCTICO,mg,600,TABLETA RECUBIERTA,SDTE,"Reacciones de hipersensibilidad CEFALEA OPRESIVA y dificultad respiratoria, las cuales pueden reaparecer espontáneamente; trastornos del sistema nervioso",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA,Ácido alfa-lipoico / tióctico,SDTE — no existe un umbral humano universal suficientemente validado para automatizar.,SDTE / ALTO_RIESGO_EN_GRANDES_INGESTAS,"En sobredosis grande se han descrito convulsiones, hipoglucemia, acidosis láctica, rabdomiólisis y falla multiorgánica.","Soporte intensivo, glucosa seriada, gas/lactato, función renal/hepática y tratamiento de convulsiones; toxicología en exposición significativa.",Ninguno específico,https://www.rch.org.au/clinicalguide/guideline_index/Poisoning_Initial_Management/,,DATOS_CLINICOS_LIMITADOS,REVISADO_CONSERVADOR,,,,Mixta / depende de contexto,NO,2026-09-02,MED-0033,NO,1,NO
ACIDO TOLFENAMICO,mg,200,CÁPSULADURA,SDTE,"NAUSEAS, VOMITOS, HDA, IRA, CEFALEA, ACUFENO, SORDERA, COMA, APNEA TRANSITORIA",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA,AINE,SDTE para este AINE en la app: no extrapolar automáticamente los cortes de ibuprofeno a otros AINEs.,SDTE / CLASE,"Predominan síntomas gastrointestinales y neurológicos; sobredosis importante puede asociarse a lesión renal, alteraciones metabólicas y shock.",Tratamiento de soporte y mantener hidratación adecuada en sobredosis importante. La gravedad y decontaminación dependen del fármaco y exposición; consultar toxicología en casos significativos.,Ninguno específico,https://www.rch.org.au/clinicalguide/guideline_index/Nonsteroidal_Anti-inflammatory_Drug_NSAID_poisoning/,,GUIA DE CLASE,VALIDADO_POR_CLASE,Se eliminó el umbral previo si correspondía a una dosis máxima terapéutica.,,,Mixta / depende de contexto,NO,2026-09-02,MED-0034,NO,1,NO
ACIDO TRANEXAMICO,mg,500,TABLETAS,SDTE/DOSIS MAXIMA 100 MG/KG/DIA,"Náuseas, vómitos, diarreas; ASTENIA con hipotensión, con o sin pérdida de la conciencia, Trombosis venosa o arterial en cualquier localización; convulsiones; reacciones de hipersensibilidad incluyendo anafilaxis",RECAMBIO PLASMATICO,SIN_DOSIS_TOXICA_ESPECIFICA,Antifibrinolítico,SDTE — no usar dosis terapéutica máxima como umbral de intoxicación.,SDTE / CLINICO,"Náuseas, hipotensión (especialmente administración IV rápida), alteraciones visuales y convulsiones en exposiciones altas; riesgo trombótico depende del contexto.","Soporte, control de convulsiones y manejo hemodinámico. Recambio plasmático NO es un antídoto estándar de sobredosis de ácido tranexámico.",Ninguno específico,https://www.rch.org.au/clinicalguide/guideline_index/Poisoning_Initial_Management/,,REVISION_CONSERVADORA,CORREGIDO_ERROR_IMPORTANTE,Se retiró 'recambio plasmático' como tratamiento específico porque no es el estándar para sobredosis.,,,Mixta / depende de contexto,NO,2026-09-02,MED-0035,NO,1,SI
ACIDO URSODESOXICOLICO,mg,250,CÁPSULA DURA,SDTE/DOSIS MAXIMA 15MG/KG/DIA,"Frecuentes: náusea, vómito, diarrea, indigestión, estreñimiento, prurito, dol...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA,Otros / datos específicos limitados,SDTE — sin dosis tóxica humana específica suficientemente validada para automatizar en esta versión.,SDTE,"La sobredosis puede intensificar los efectos farmacológicos y reacciones adversas conocidas. La expresión clínica depende de dosis, formulación, comorbilidades y coingestas.","ABCDE y tratamiento de soporte dirigido a la clínica. ECG, glucemia, electrolitos, función renal/hepática u otras pruebas según mecanismo y síntomas. Ingesta intencional, dosis desconocida, formulación de liberación prolongada o paciente sintomático: evaluación en urgencias y consulta a toxicología/CIT.",Ninguno específico establecido,https://www.rch.org.au/clinicalguide/guideline_index/Poisoning_Initial_Management/,,DATOS_ESPECIFICOS_LIMITADOS,REVISADO_CONSERVADOR,"Se elimina cualquier cifra previa que represente dosis terapéutica máxima, DL50 animal o umbral no sustentado como toxicidad aguda humana.",,,Mixta / depende de contexto,NO,2026-09-02,MED-0036,NO,1,NO
